Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,3,HIT_MUD,false,0,2,0,0,0,,,0,0,-6
4,1,1,21,6,ACCELERATING,false,0,2,0,0,0,,,0,0,-6
5,1,1,29,8,ACCELERATING,false,0,2,0,0,1,,,0,0,-2
6,1,1,37,6,HIT_MUD,false,0,3,0,0,0,,,0,0,-5
7,1,2,42,6,TURNING_RIGHT,false,0,3,0,0,0,,,0,0,-5
8,1,2,44,0,HIT_CYBER_TRUCK,false,0,5,0,0,0,,,0,0,-12
9,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
10,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
11,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
12,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
13,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
14,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
15,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
16,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
17,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
18,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
19,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
20,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
21,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
22,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
23,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
24,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
25,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
26,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
27,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
28,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
29,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
30,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
31,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
32,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
33,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
34,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
35,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
36,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
37,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
38,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
39,1,2,44,0,ACCELERATING,false,0,5,0,0,0,,,0,0,-12
