Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,2,5,5,TURNING_RIGHT,false,0,0,0,0,0,,,0,0,0
3,1,1,9,3,HIT_WALL,false,0,2,0,0,0,,,0,0,-5
4,1,1,15,6,ACCELERATING,false,0,2,0,0,0,,,0,0,-5
5,1,1,23,8,ACCELERATING,false,0,2,0,0,0,,,0,0,-5
6,1,2,30,8,TURNING_RIGHT,false,0,2,1,0,0,,,0,0,-1
7,1,2,38,8,USED_BOOST,true,5,2,0,1,0,,,0,0,7
8,1,2,46,6,HIT_MUD,false,0,3,0,1,0,,,0,0,4
9,1,2,52,3,HIT_MUD,false,0,4,0,1,0,,,0,0,1
10,1,2,55,3,ACCELERATING,false,0,4,0,1,0,,,0,0,1
11,1,2,58,3,ACCELERATING,false,0,4,0,1,0,,,0,0,1
12,1,2,61,3,ACCELERATING,false,0,4,0,1,0,,,0,0,1
13,1,2,64,0,HIT_MUD,false,0,5,0,1,0,,,0,0,-2
14,1,2,64,0,FIXED_CAR,false,0,3,0,1,0,,,0,0,-2
15,1,2,67,3,ACCELERATING,false,0,3,0,1,0,,,0,0,-2
16,1,2,73,6,ACCELERATING,false,0,3,0,1,0,,,0,0,-2
17,1,2,79,3,HIT_MUD,false,0,4,0,1,0,,,0,0,-5
18,1,2,82,3,ACCELERATING,false,0,4,0,1,0,,,0,0,-5
19,1,2,85,3,ACCELERATING,false,0,4,0,1,0,,,0,0,-5
20,1,2,88,0,HIT_MUD,false,0,5,0,1,0,,,1,0,-7
21,1,2,88,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-7
22,1,2,91,3,ACCELERATING,false,0,3,0,1,0,,,2,0,-3
23,1,2,97,3,HIT_MUD,false,0,4,0,1,0,,,2,0,-6
24,1,2,100,3,ACCELERATING,false,0,4,0,1,0,,,2,0,-6
25,1,2,103,3,ACCELERATING,false,0,4,0,1,0,,,2,0,-6
26,1,2,106,3,ACCELERATING,false,0,4,0,1,0,,,2,0,-6
27,1,2,109,3,ACCELERATING,false,0,4,0,1,0,,,2,0,-6
28,1,2,112,0,HIT_MUD,false,0,5,0,1,0,,,2,0,-9
29,1,2,112,0,FIXED_CAR,false,0,3,0,1,0,,,2,0,-9
30,1,2,115,3,ACCELERATING,false,0,3,0,1,0,,,2,0,-9
31,1,2,121,6,ACCELERATING,false,0,3,1,1,0,,,2,0,-5
32,1,2,127,3,HIT_MUD,false,0,4,0,1,0,,,2,1,0
33,1,2,130,3,ACCELERATING,false,0,4,0,1,0,,,2,1,0
34,1,2,133,0,HIT_MUD,false,0,5,0,1,0,,,2,1,-3
35,1,2,133,0,FIXED_CAR,false,0,3,0,1,0,,,2,1,-3
36,1,2,136,3,ACCELERATING,false,0,3,0,1,0,,,2,1,-3
37,1,2,142,6,ACCELERATING,false,0,3,0,2,0,,,2,1,1
38,1,2,148,6,ACCELERATING,false,0,3,0,2,0,,,3,1,5
39,1,2,154,6,ACCELERATING,false,0,3,0,2,0,,,3,1,5
40,1,2,160,6,ACCELERATING,false,0,3,0,2,0,,,3,1,5
41,1,2,166,6,ACCELERATING,false,0,3,1,2,0,,,3,1,9
42,1,2,168,0,HIT_CYBER_TRUCK,false,0,5,0,2,0,,,3,1,6
43,1,2,168,0,FIXED_CAR,false,0,3,0,2,0,,,3,1,6
44,1,2,171,3,ACCELERATING,false,0,3,0,2,0,,,3,1,6
45,1,2,177,6,ACCELERATING,false,0,3,0,2,0,,,3,1,6
46,1,2,183,3,HIT_MUD,false,0,4,0,2,0,,,3,1,3
47,1,2,186,3,ACCELERATING,false,0,4,0,2,0,,,3,1,3
48,1,2,189,3,ACCELERATING,false,0,4,0,2,0,,,3,1,3
49,1,2,192,3,ACCELERATING,false,0,4,0,2,0,,,3,1,3
50,1,2,195,0,HIT_MUD,false,0,5,0,2,0,,,3,1,0
51,1,2,195,0,FIXED_CAR,false,0,3,0,2,0,,,3,1,0
52,1,2,197,0,HIT_CYBER_TRUCK,false,0,5,0,2,0,,,3,1,-7
53,1,2,197,0,FIXED_CAR,false,0,3,0,2,0,,,3,1,-7
54,1,2,199,0,HIT_CYBER_TRUCK,false,0,5,0,2,0,,,3,1,-14
55,1,2,199,0,FIXED_CAR,false,0,3,0,2,0,,,3,1,-14
56,1,2,201,0,HIT_MUD,false,0,5,0,2,0,,,3,1,-24
57,1,2,201,0,FIXED_CAR,false,0,3,0,2,0,,,3,1,-24
58,1,2,204,3,ACCELERATING,false,0,3,0,2,1,,,3,1,-20
59,1,2,210,6,ACCELERATING,false,0,3,0,2,1,,,3,1,-20
60,1,2,216,6,ACCELERATING,false,0,3,0,2,1,,,3,1,-20
61,1,2,222,6,ACCELERATING,false,0,3,1,2,1,,,3,1,-16
62,1,2,228,6,USED_BOOST,true,5,3,0,2,1,,,3,1,-12
63,1,2,234,6,ACCELERATING,true,4,3,0,2,1,,,3,1,-12
