Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,3,22,8,TURNING_LEFT,false,0,0,0,0,1,,,0,0,4
5,2,2,29,8,TURNING_LEFT,false,0,0,1,0,1,,,0,0,8
6,2,3,36,8,TURNING_RIGHT,false,0,0,1,0,2,,,0,0,12
7,2,3,45,9,ACCELERATING,false,0,0,1,0,2,,,1,0,16
8,2,3,54,9,USED_LIZARD,false,0,0,1,0,1,,,1,0,16
9,2,3,69,15,USED_BOOST,true,5,0,0,0,1,,,1,0,20
10,2,3,84,15,USED_LIZARD,true,4,0,0,0,0,,,1,0,20
11,2,3,99,15,USED_TWEET,true,3,0,0,0,0,1,60,0,0,24
12,2,2,113,9,HIT_MUD,false,0,1,0,0,0,1,60,0,0,21
13,2,2,122,9,NOTHING,false,0,1,1,0,0,1,60,0,1,29
14,2,1,130,9,TURNING_LEFT,false,0,1,1,0,0,1,60,0,1,29
15,2,1,130,9,FIXED_CAR,false,0,0,1,0,0,1,60,0,1,29
16,2,1,145,15,USED_BOOST,true,5,0,0,0,0,1,60,0,1,33
17,2,2,159,15,TURNING_RIGHT,true,4,0,0,0,0,1,60,1,1,37
18,2,2,174,15,USED_TWEET,true,3,0,1,0,0,1,84,0,1,45
19,2,1,188,15,TURNING_LEFT,true,2,0,1,0,0,1,84,0,1,45
20,2,1,203,9,HIT_MUD,false,0,1,2,1,0,1,84,0,1,50
21,2,1,203,9,FIXED_CAR,false,0,0,2,1,0,1,84,0,1,50
22,2,1,218,15,USED_BOOST,true,5,0,1,1,0,1,84,0,2,58
23,2,2,232,15,TURNING_RIGHT,true,4,0,2,1,0,1,84,0,2,62
24,2,1,246,15,TURNING_LEFT,true,3,0,4,1,0,1,84,0,3,74
25,2,2,260,15,TURNING_RIGHT,true,2,0,4,1,0,1,84,0,4,78
26,2,3,274,15,TURNING_RIGHT,true,1,0,4,1,0,1,84,0,4,78
27,2,3,289,15,USED_BOOST,true,5,0,3,1,0,1,84,0,4,82
28,2,2,303,15,TURNING_LEFT,true,4,0,3,1,0,1,84,1,5,90
29,2,3,317,15,TURNING_RIGHT,true,3,0,3,1,0,1,84,1,5,90
30,2,2,331,15,TURNING_LEFT,true,2,0,3,1,0,1,84,1,5,90
31,2,1,345,15,TURNING_LEFT,true,1,0,3,2,0,1,84,1,5,94
32,2,1,360,15,USED_BOOST,true,5,0,2,4,1,1,84,1,5,110
33,2,2,374,15,TURNING_RIGHT,true,4,0,2,4,1,1,84,1,6,114
34,2,2,389,15,USED_TWEET,true,3,0,2,4,1,3,135,0,6,118
35,2,2,404,15,USED_LIZARD,true,2,0,2,4,0,3,135,0,6,118
36,2,2,419,15,USED_OIL,true,1,0,3,3,0,3,135,0,6,126
37,2,2,434,15,USED_BOOST,true,5,0,2,3,0,3,135,0,6,130
38,2,2,449,15,USED_OIL,true,4,0,2,2,0,3,135,0,6,134
39,2,3,463,15,TURNING_RIGHT,true,3,0,2,2,0,3,135,0,6,134
40,2,4,477,15,TURNING_RIGHT,true,2,0,2,2,1,3,135,2,6,146
41,2,4,492,15,USED_TWEET,true,1,0,2,3,1,2,169,1,6,154
42,2,3,500,9,TURNING_LEFT,false,0,0,2,3,1,2,169,2,6,158
43,2,3,515,15,USED_BOOST,true,5,0,1,3,1,2,169,2,6,162
44,2,2,529,15,TURNING_LEFT,true,4,0,1,3,2,2,169,2,6,166
45,2,1,543,15,TURNING_LEFT,true,3,0,1,3,2,2,169,2,6,166
46,2,1,558,15,USED_LIZARD,true,2,0,1,3,1,2,169,2,6,166
47,2,2,572,15,TURNING_RIGHT,true,1,0,1,3,1,2,169,2,7,170
48,2,2,587,15,USED_BOOST,true,5,0,0,3,1,2,169,2,7,174
49,2,2,602,15,USED_TWEET,true,4,0,0,3,1,3,194,2,7,182
50,2,3,616,15,TURNING_RIGHT,true,3,0,1,3,2,3,194,2,7,190
51,2,3,631,15,USED_TWEET,true,2,0,1,3,2,2,198,1,7,194
52,2,3,646,15,USED_TWEET,true,1,0,2,3,2,2,200,1,7,206
53,2,3,661,15,USED_BOOST,true,5,0,1,3,2,2,200,1,7,210
54,2,3,676,15,USED_TWEET,true,4,0,1,3,2,2,202,0,8,218
55,2,2,690,15,TURNING_LEFT,true,3,0,1,3,2,2,202,0,8,218
56,2,2,705,15,USED_OIL,true,2,0,1,2,2,2,202,0,9,226
57,2,1,719,15,TURNING_LEFT,true,1,0,1,2,2,2,202,0,9,226
58,2,1,734,15,USED_BOOST,true,5,0,1,2,2,2,202,0,9,234
59,2,2,748,15,TURNING_RIGHT,true,4,0,2,2,2,2,202,0,9,238
60,2,3,762,15,TURNING_RIGHT,true,3,0,2,2,2,2,202,0,9,238
61,2,3,777,15,USED_OIL,true,2,0,3,1,2,2,202,1,10,254
62,2,2,791,15,TURNING_LEFT,true,1,0,4,1,2,2,202,2,10,262
63,2,3,799,9,TURNING_RIGHT,false,0,0,4,1,3,2,202,2,12,274
64,2,4,807,9,TURNING_RIGHT,false,0,0,4,1,3,2,202,2,12,274
65,2,4,822,15,USED_BOOST,true,5,0,3,1,3,2,202,3,12,282
66,2,4,837,15,USED_LIZARD,true,4,0,3,1,2,2,202,3,12,282
67,2,4,852,15,USED_TWEET,true,3,0,3,1,2,2,261,2,12,286
68,2,4,867,15,USED_LIZARD,true,2,0,3,1,1,2,261,2,12,286
69,2,4,882,15,USED_TWEET,true,1,0,3,1,1,2,263,1,12,290
70,2,4,897,15,USED_BOOST,true,5,0,3,1,1,2,263,2,12,302
71,2,4,912,15,USED_LIZARD,true,4,0,3,1,0,2,263,2,12,302
72,2,4,927,15,USED_TWEET,true,3,0,3,1,0,1,271,1,12,306
73,2,3,941,9,HIT_MUD,false,0,1,3,1,0,1,271,2,12,307
74,2,2,949,8,HIT_MUD,false,0,2,3,1,0,1,271,2,12,304
75,2,2,949,8,FIXED_CAR,false,0,0,3,1,0,1,271,2,12,304
76,2,2,964,15,USED_BOOST,true,5,0,2,1,0,1,271,3,12,312
77,2,2,979,15,USED_TWEET,true,4,0,2,2,0,1,291,2,12,320
78,2,2,994,15,USED_TWEET,true,3,0,2,2,0,2,293,1,12,324
79,2,3,1008,15,TURNING_RIGHT,true,2,0,2,2,0,2,293,2,12,328
80,2,4,1022,15,TURNING_RIGHT,true,1,0,2,2,1,2,293,2,12,332
81,2,4,1037,15,USED_BOOST,true,5,0,1,2,1,2,293,2,12,336
82,2,3,1051,15,TURNING_LEFT,true,4,0,1,3,1,2,293,2,13,344
83,2,2,1065,15,TURNING_LEFT,true,3,0,1,3,1,2,293,2,13,344
84,2,2,1080,15,USED_TWEET,true,2,0,2,3,1,2,316,1,13,352
85,2,3,1094,15,TURNING_RIGHT,true,1,0,2,3,1,2,316,2,13,356
86,2,3,1109,15,USED_BOOST,true,5,0,1,3,1,2,316,2,13,360
87,2,3,1124,15,USED_TWEET,true,4,0,1,3,1,1,326,1,13,364
88,2,2,1138,15,TURNING_LEFT,true,3,0,2,3,2,1,326,1,13,372
89,2,1,1152,15,TURNING_LEFT,true,2,0,2,3,2,1,326,2,13,376
90,2,2,1166,15,TURNING_RIGHT,true,1,0,2,3,2,1,326,2,13,376
91,2,2,1181,15,USED_BOOST,true,5,0,1,3,2,1,326,2,13,380
92,2,2,1196,15,USED_TWEET,true,4,0,1,3,2,1,343,1,13,384
93,2,3,1210,15,TURNING_RIGHT,true,3,0,1,3,2,1,343,1,14,388
94,2,3,1219,9,DECELERATING,false,0,0,1,3,2,1,343,2,14,392
95,2,3,1228,9,USED_LIZARD,false,0,0,1,3,1,1,343,2,14,392
96,2,3,1243,15,USED_BOOST,true,5,0,0,3,1,1,343,2,15,400
97,2,2,1257,15,TURNING_LEFT,true,4,0,0,3,2,1,343,2,16,408
98,2,2,1272,15,USED_TWEET,true,3,0,0,3,2,2,365,1,17,416
99,2,2,1287,15,USED_TWEET,true,2,0,1,3,2,1,372,0,17,424
100,2,2,1302,15,USED_LIZARD,true,1,0,1,3,1,1,372,1,17,428
