Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,1,1,24,9,ACCELERATING,false,0,0,0,0,1,,,0,0,4
5,1,1,33,9,ACCELERATING,false,0,0,0,0,1,,,1,0,8
6,1,1,42,9,USED_TWEET,false,0,0,0,0,1,3,39,0,0,12
7,1,1,51,9,USED_LIZARD,false,0,0,0,0,0,3,39,0,0,12
8,1,1,60,9,ACCELERATING,false,0,0,0,0,0,3,39,0,0,12
9,1,1,69,9,ACCELERATING,false,0,0,0,0,0,3,39,1,0,16
10,1,2,77,9,TURNING_RIGHT,false,0,0,0,1,0,3,39,1,0,20
11,1,2,86,9,USED_OIL,false,0,0,0,0,0,3,39,1,0,24
12,1,2,95,9,USED_TWEET,false,0,0,0,0,0,3,78,0,0,28
13,1,2,104,9,ACCELERATING,false,0,0,0,0,0,3,78,0,0,28
14,1,2,113,9,ACCELERATING,false,0,0,0,0,0,3,78,0,1,32
15,1,1,121,9,TURNING_LEFT,false,0,0,0,1,0,3,78,0,1,36
16,1,1,130,9,ACCELERATING,false,0,0,0,1,1,3,78,0,1,40
17,1,1,139,9,USED_OIL,false,0,0,0,0,1,3,78,0,1,44
18,1,1,148,9,ACCELERATING,false,0,0,0,0,1,3,78,0,1,44
19,1,1,148,3,HIT_EMP,false,0,0,0,0,0,3,78,0,1,37
20,1,1,154,3,HIT_MUD,false,0,1,0,0,0,3,78,0,1,34
21,1,1,160,6,ACCELERATING,false,0,1,1,0,0,3,78,0,1,38
22,1,1,169,9,USED_BOOST,true,5,1,0,0,0,3,78,1,1,46
23,1,1,177,9,USED_EMP,true,4,1,0,0,0,3,78,1,0,50
24,1,1,183,9,ACCELERATING,true,3,1,0,0,0,3,78,2,0,54
25,1,2,188,9,TURNING_RIGHT,true,2,1,0,0,0,3,78,2,0,54
26,1,2,196,9,ACCELERATING,true,1,1,0,0,0,3,78,2,0,54
27,1,2,205,9,ACCELERATING,false,0,1,0,0,0,3,78,2,0,54
28,1,2,214,8,HIT_OIL,false,0,2,0,0,0,3,78,3,0,54
29,1,2,222,8,ACCELERATING,false,0,2,0,0,0,3,78,3,0,54
30,1,2,230,8,ACCELERATING,false,0,2,0,0,0,3,78,3,0,54
31,1,3,237,8,TURNING_RIGHT,false,0,2,0,0,0,3,78,3,0,54
32,1,3,239,3,HIT_CYBER_TRUCK,false,0,4,0,0,0,3,78,3,0,47
33,1,3,242,3,ACCELERATING,false,0,4,0,0,0,3,78,3,0,47
34,1,3,245,3,ACCELERATING,false,0,4,0,0,0,3,78,3,0,47
35,1,3,248,3,ACCELERATING,false,0,4,0,0,0,3,78,3,0,47
36,1,3,251,3,ACCELERATING,false,0,4,0,0,0,3,78,3,0,47
37,1,3,253,0,HIT_CYBER_TRUCK,false,0,5,0,0,0,3,78,3,0,40
38,1,3,253,0,FIXED_CAR,false,0,3,0,0,0,3,78,3,0,40
39,1,3,256,3,ACCELERATING,false,0,3,0,0,0,3,78,3,1,44
40,1,3,262,6,ACCELERATING,false,0,3,0,0,0,3,78,3,1,44
41,1,2,267,6,TURNING_LEFT,false,0,3,0,0,0,3,78,3,1,44
42,1,1,272,6,TURNING_LEFT,false,0,3,0,0,0,3,78,3,1,44
43,1,1,278,6,USED_EMP,false,0,3,0,0,0,3,78,3,0,48
44,1,1,284,6,ACCELERATING,false,0,3,0,0,0,3,78,3,1,52
45,1,1,290,6,USED_EMP,false,0,3,0,0,0,3,78,3,0,56
46,1,1,296,6,ACCELERATING,false,0,3,0,0,0,3,78,3,0,56
47,1,1,302,6,ACCELERATING,false,0,3,0,0,0,3,78,4,0,60
48,1,1,304,0,HIT_CYBER_TRUCK,false,0,5,0,0,0,3,78,4,0,53
49,1,1,304,0,FIXED_CAR,false,0,3,0,0,0,3,78,4,0,53
50,1,1,307,3,ACCELERATING,false,0,3,0,0,0,3,78,4,0,53
51,1,1,313,6,ACCELERATING,false,0,3,0,0,0,3,78,4,0,53
52,1,1,315,0,HIT_CYBER_TRUCK,false,0,5,0,0,0,3,78,4,0,46
53,1,1,315,0,FIXED_CAR,false,0,3,0,0,0,3,78,4,0,46
54,1,1,317,0,HIT_CYBER_TRUCK,false,0,5,0,0,0,3,78,4,0,39
55,1,1,317,0,FIXED_CAR,false,0,3,0,0,0,3,78,4,0,39
