Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,3,12,6,TURNING_LEFT,false,0,0,0,0,0,,,1,0,4
4,2,2,17,6,TURNING_LEFT,false,0,0,0,0,0,,,1,0,4
5,2,2,25,8,ACCELERATING,false,0,0,0,0,0,,,1,0,4
6,2,2,34,9,ACCELERATING,false,0,0,0,0,0,,,2,0,8
7,2,2,43,9,NOTHING,false,0,0,0,0,0,,,2,0,8
8,2,2,52,9,NOTHING,false,0,0,0,0,0,,,2,1,12
9,2,3,60,9,TURNING_RIGHT,false,0,0,1,0,0,,,3,1,20
10,2,3,74,9,HIT_OIL,false,0,1,1,0,0,,,3,1,24
11,2,3,74,9,FIXED_CAR,false,0,0,1,0,0,,,3,1,24
12,2,3,89,15,USED_BOOST,true,5,0,0,1,0,,,3,1,32
13,2,2,103,15,TURNING_LEFT,true,4,0,1,1,0,,,3,1,36
14,2,3,117,15,TURNING_RIGHT,true,3,0,1,1,1,,,3,1,40
15,2,3,132,15,USED_EMP,true,2,0,1,1,1,,,3,0,44
16,2,2,146,15,TURNING_LEFT,true,1,0,1,2,1,,,4,0,52
17,2,2,161,15,USED_BOOST,true,5,0,0,3,1,,,4,0,60
18,2,2,176,15,USED_TWEET,true,4,0,0,3,1,3,156,3,0,64
19,2,2,176,3,TURNING_LEFT,false,0,0,0,3,1,3,156,3,0,57
20,2,2,176,3,ACCELERATING,false,0,0,0,3,1,3,156,3,0,50
21,2,2,176,3,ACCELERATING,false,0,0,0,3,1,3,156,3,0,43
22,2,2,182,6,ACCELERATING,false,0,0,0,3,1,3,156,3,0,43
23,2,2,190,8,ACCELERATING,false,0,0,0,3,1,3,156,3,1,47
24,2,2,199,9,ACCELERATING,false,0,0,0,3,1,3,156,3,1,47
25,2,2,199,3,USED_OIL,false,0,0,0,2,1,3,156,3,1,44
26,2,2,205,6,ACCELERATING,false,0,0,0,2,1,3,156,3,1,44
27,2,2,213,8,ACCELERATING,false,0,0,0,2,1,3,156,3,1,44
28,2,2,222,9,ACCELERATING,false,0,0,0,2,1,3,156,4,1,48
29,2,3,230,9,TURNING_RIGHT,false,0,0,0,2,1,3,156,4,1,48
30,2,4,238,9,TURNING_RIGHT,false,0,0,0,2,1,3,156,4,2,52
31,2,4,247,6,HIT_MUD,false,0,2,1,2,2,3,156,5,1,62
32,2,4,247,6,FIXED_CAR,false,0,0,1,2,2,3,156,5,1,62
33,2,4,262,15,USED_BOOST,true,5,0,0,3,2,3,156,5,1,70
34,2,4,277,15,USED_LIZARD,true,4,0,0,3,1,3,156,5,1,70
35,2,3,291,15,TURNING_LEFT,true,3,0,0,3,1,3,156,5,1,70
36,2,4,305,15,TURNING_RIGHT,true,2,0,1,3,2,3,156,6,1,82
37,2,3,319,15,TURNING_LEFT,true,1,0,1,3,2,3,156,6,1,82
38,2,3,334,15,USED_BOOST,true,5,0,0,3,2,3,156,6,1,86
39,2,3,349,15,USED_LIZARD,true,4,0,0,3,1,3,156,6,1,86
40,2,2,363,15,TURNING_LEFT,true,3,0,0,3,1,3,156,6,2,90
41,2,2,378,15,USED_TWEET,true,2,0,0,4,1,3,324,5,2,98
42,2,2,393,15,USED_LIZARD,true,1,0,0,4,0,3,324,5,2,98
43,2,1,401,8,HIT_MUD,false,0,1,1,4,0,3,324,5,2,99
44,2,1,401,8,FIXED_CAR,false,0,0,1,4,0,3,324,5,2,99
45,2,2,408,8,TURNING_RIGHT,false,0,0,1,4,0,3,324,5,2,99
46,2,3,415,8,TURNING_RIGHT,false,0,0,1,5,0,3,324,5,2,103
47,2,3,430,15,USED_BOOST,true,5,0,0,5,0,3,324,5,2,107
48,2,3,445,15,USED_TWEET,true,4,0,1,5,0,4,358,5,3,123
49,2,3,460,15,USED_TWEET,true,3,0,1,5,0,3,360,4,3,127
50,2,3,475,15,USED_TWEET,true,2,0,1,6,0,4,360,3,3,135
51,2,4,489,15,TURNING_RIGHT,true,1,0,1,6,0,4,360,3,3,135
