Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,1,1,24,9,ACCELERATING,false,0,0,0,0,0,,,0,0,0
5,1,1,33,9,ACCELERATING,false,0,0,0,0,0,,,1,0,4
6,1,1,42,9,USED_TWEET,false,0,0,0,0,0,2,34,0,0,8
7,1,1,51,9,ACCELERATING,false,0,0,0,0,0,2,34,0,0,8
8,1,1,60,9,ACCELERATING,false,0,0,0,0,1,2,34,0,0,12
9,1,1,69,9,ACCELERATING,false,0,0,0,0,1,2,34,0,0,12
10,1,1,78,9,ACCELERATING,false,0,0,0,0,1,2,34,0,0,12
11,1,1,87,9,ACCELERATING,false,0,0,0,1,1,2,34,0,0,16
12,1,1,96,9,USED_LIZARD,false,0,0,0,1,0,2,34,0,0,16
13,1,1,105,9,USED_OIL,false,0,0,0,0,0,2,34,1,0,24
14,1,1,114,9,USED_TWEET,false,0,0,0,0,0,1,129,0,0,28
15,1,1,123,9,ACCELERATING,false,0,0,0,0,0,1,129,0,0,28
16,1,2,131,9,TURNING_RIGHT,false,0,0,0,0,1,1,129,0,0,32
17,1,1,139,3,HIT_WALL,false,0,2,0,1,1,1,129,0,0,31
18,1,1,145,3,HIT_WALL,false,0,4,0,1,1,1,129,0,0,26
19,1,1,148,3,ACCELERATING,false,0,4,0,1,1,1,129,0,0,26
20,1,1,151,0,HIT_MUD,false,0,5,0,1,1,1,129,0,0,23
21,1,1,151,0,FIXED_CAR,false,0,3,0,1,1,1,129,0,0,23
22,1,1,154,0,HIT_MUD,false,0,5,0,1,1,1,129,0,0,17
23,1,1,154,0,FIXED_CAR,false,0,3,0,1,1,1,129,0,0,17
24,1,1,157,0,HIT_WALL,false,0,5,0,1,1,1,129,0,0,12
25,1,1,157,0,FIXED_CAR,false,0,3,0,1,1,1,129,0,0,12
26,1,1,159,0,HIT_CYBER_TRUCK,false,0,5,0,1,1,1,129,0,0,5
27,1,1,159,0,FIXED_CAR,false,0,3,0,1,1,1,129,0,0,5
28,1,1,162,0,HIT_MUD,false,0,5,0,1,1,1,129,0,0,-1
29,1,1,162,0,FIXED_CAR,false,0,3,0,1,1,1,129,0,0,-1
30,1,1,165,0,HIT_MUD,false,0,5,0,1,1,1,129,0,0,-7
31,1,1,165,0,FIXED_CAR,false,0,3,0,1,1,1,129,0,0,-7
32,1,1,168,3,ACCELERATING,false,0,3,0,1,1,1,129,0,0,-7
33,1,1,174,6,ACCELERATING,false,0,3,0,1,1,1,129,0,0,-7
34,1,1,180,6,USED_LIZARD,false,0,3,0,1,0,1,129,0,0,-7
35,1,1,186,3,HIT_MUD,false,0,4,0,1,1,1,129,0,0,-6
36,1,1,189,0,HIT_MUD,false,0,5,0,1,1,1,129,0,0,-9
37,1,1,189,0,FIXED_CAR,false,0,3,0,1,1,1,129,0,0,-9
38,1,1,192,3,HIT_MUD,false,0,4,0,1,1,1,129,0,0,-12
39,1,1,195,0,HIT_MUD,false,0,5,0,1,1,1,129,0,0,-18
40,1,1,195,0,FIXED_CAR,false,0,3,0,1,1,1,129,0,0,-18
41,1,1,198,3,ACCELERATING,false,0,3,0,1,1,1,129,1,0,-14
42,1,1,204,6,ACCELERATING,false,0,3,0,1,1,1,129,1,0,-14
43,1,1,210,6,USED_LIZARD,false,0,3,0,1,1,1,129,1,0,-10
44,1,1,216,6,USED_LIZARD,false,0,3,0,1,0,1,129,1,0,-10
45,1,1,222,3,HIT_MUD,false,0,4,0,1,0,1,129,1,0,-13
46,1,1,225,0,HIT_MUD,false,0,5,0,1,0,1,129,1,0,-16
